valor,hora,dia_semana,categoria,is_fraude
397.58,12,4,A,0
540.09,0,4,A,0
724.24,8,5,A,0
22.52,15,6,A,0
598.53,10,3,A,0
380.46,3,3,C,0
28.82,4,3,B,0
284.18,6,6,A,0
34.42,10,3,A,0
532.64,23,5,D,1
316.31,22,2,C,0
1227.95,2,2,A,1
80.91,7,6,B,0
372.6,15,5,D,0
95.09,14,6,A,0
380.83,23,3,C,0
512.99,22,5,A,0
512.49,5,1,D,1
675.12,6,4,B,0
768.43,19,5,B,0
32.17,22,5,C,0
168.19,19,0,A,0
464.78,0,0,B,0
276.13,1,4,C,0
84.62,2,1,C,0
321.82,17,2,A,0
209.32,9,0,A,0
197.74,3,1,B,0
663.77,13,0,B,0
209.43,1,3,A,0
10.72,14,1,B,0
23.93,11,6,A,0
775.86,5,3,A,0
1293.6,8,3,C,0
466.43,9,0,B,0
181.25,11,4,A,0
1116.14,9,1,D,0
434.84,9,0,A,0
744.02,1,1,A,0
580.72,12,4,A,0
190.66,22,2,A,0
260.57,8,3,A,0
82.38,22,3,C,0
138.13,8,3,A,0
602.26,1,6,B,0
897.64,17,3,C,0
515.61,17,6,A,0
250.33,2,2,A,0
36.19,14,0,A,0
23.45,15,0,C,0
187.57,15,6,B,0
249.32,11,2,B,0
375.74,18,1,A,0
2.6,15,0,B,0
1831.13,5,3,A,1
180.98,22,1,C,0
753.8,18,4,C,0
306.26,8,6,B,0
55.91,2,3,A,0
638.94,10,5,C,0
494.91,17,5,A,0
299.83,6,4,D,0
289.07,23,5,A,0
36.62,13,3,D,1
426.67,6,5,D,0
968.75,20,2,B,0
39.15,15,0,A,0
122.34,15,6,C,0
930.37,6,5,A,0
133.82,12,2,B,0
424.46,2,3,B,0
306.13,2,4,A,0
362.86,4,5,C,0
215.0,8,5,B,0
142.67,1,4,B,0
19.9,12,3,A,0
545.47,8,4,A,0
548.32,22,2,B,0
444.35,16,0,C,0
412.72,19,1,B,0
111.74,12,2,A,0
9.04,16,3,A,0
661.6,13,6,C,0
270.23,10,1,C,0
146.6,11,6,A,0
43.0,11,5,B,0
25.91,16,3,A,0
171.62,16,4,D,0
653.36,21,6,D,1
1003.96,0,3,B,1
908.25,10,1,A,0
1010.3,6,6,A,0
953.19,5,6,D,0
299.65,10,4,A,0
99.08,20,6,A,0
639.89,11,6,A,0
96.17,18,0,A,0
124.36,12,4,A,0
106.24,8,2,C,0
289.43,6,0,A,0
155.34,12,6,A,0
66.97,11,2,A,0
241.45,19,5,B,0
828.29,8,2,C,0
338.1,0,1,A,0
842.6,10,3,C,0
87.2,9,4,A,0
73.08,7,4,B,0
342.81,17,1,B,0
248.95,2,1,A,0
431.73,0,0,A,0
633.17,23,6,A,0
556.61,2,2,B,0
1140.73,20,4,C,0
203.17,15,4,A,0
92.46,8,3,A,0
320.22,20,4,B,0
46.95,15,0,C,0
136.35,6,5,A,0
93.22,13,4,C,0
202.05,10,5,A,0
47.16,20,3,A,0
12.94,12,5,A,0
427.77,22,5,A,0
376.9,15,4,B,0
492.89,12,0,D,0
431.98,10,2,D,0
48.55,0,3,C,0
137.6,23,6,B,0
55.49,22,6,C,0
740.53,3,2,B,0
549.59,4,5,C,0
90.02,11,0,D,0
167.0,13,2,C,0
1359.86,11,4,C,0
360.72,15,2,D,0
646.09,3,6,A,0
122.93,7,3,B,0
94.32,2,4,A,0
612.84,1,0,D,1
463.18,10,4,A,0
457.0,4,1,B,0
321.75,9,5,A,0
331.66,13,3,A,0
532.26,21,0,B,0
125.89,21,4,A,0
174.02,5,5,A,0
821.16,5,3,A,0
147.77,15,4,A,1
316.14,3,0,A,0
485.12,20,5,C,0
3798.29,1,6,C,1
228.58,3,2,D,0
223.51,12,3,C,0
739.56,20,2,B,0
654.94,4,3,D,1
525.33,1,5,B,0
248.87,7,0,D,0
156.59,22,4,D,0
375.34,1,0,C,0
835.71,11,6,A,0
860.9,19,3,A,0
45.94,12,1,A,0
223.69,7,1,C,0
249.99,14,6,C,0
1519.75,10,1,B,1
453.28,3,1,C,0
209.19,19,4,A,0
10.56,2,2,C,0
333.32,23,2,A,0
40.4,20,6,D,0
719.39,16,6,A,0
558.57,18,4,C,0
246.85,6,3,C,0
224.29,9,5,D,0
910.53,15,3,B,0
136.13,11,2,C,0
114.55,16,2,D,0
1120.05,5,0,A,0
662.71,19,2,A,0
687.31,1,3,C,0
86.86,8,4,C,0
61.87,3,6,D,1
10.55,4,2,B,0
108.22,10,2,D,0
595.23,3,2,B,0
109.79,19,6,C,0
522.41,14,1,A,0
116.09,15,2,B,0
201.2,0,0,A,0
1633.65,2,4,B,1
112.32,11,1,A,0
188.88,1,5,A,0
143.29,0,4,C,0
46.45,22,3,A,0
269.25,4,1,B,0
190.37,19,2,A,0
474.83,22,6,B,0
680.61,13,1,A,0
314.32,12,6,A,0
13.09,23,1,B,0
385.9,20,4,D,0
22.79,4,0,C,0
383.22,3,0,A,0
462.11,20,3,C,0
88.14,20,1,D,0
684.47,4,5,A,0
968.03,2,5,A,1
670.84,21,3,A,0
145.6,12,0,B,0
353.38,15,4,C,0
985.17,14,2,B,0
154.66,10,5,D,0
685.98,3,3,B,0
3.81,3,3,C,0
1.46,4,0,C,0
570.37,0,4,D,1
573.27,23,1,A,1
622.32,1,5,B,0
1063.86,9,1,A,0
50.18,14,5,C,0
105.58,23,2,B,1
936.22,9,1,A,0
78.03,5,2,A,0
458.57,16,2,A,0
302.4,5,5,C,0
34.74,10,3,D,0
134.34,15,0,C,0
293.9,11,5,B,0
765.16,1,1,A,0
491.77,0,2,B,0
389.02,10,3,B,0
274.1,23,3,B,0
141.92,16,6,B,0
50.79,6,6,A,0
210.43,8,0,B,0
11.57,15,5,A,0
94.82,13,3,A,0
226.59,22,4,B,0
216.93,23,5,B,0
18.12,8,4,D,0
355.72,19,2,C,0
319.12,4,0,B,0
32.53,9,1,C,0
1147.03,15,3,B,0
41.87,23,1,A,0
771.95,8,4,A,1
0.12,8,0,A,0
855.78,8,1,A,0
7.97,13,3,B,0
567.22,12,4,A,0
179.57,15,1,B,0
536.1,23,2,A,0
205.5,8,0,A,0
29.42,16,6,A,0
583.56,17,0,B,0
29.57,3,6,C,0
1021.04,16,0,A,0
20.93,21,5,C,1
261.05,0,6,A,0
513.54,2,3,A,0
199.85,21,0,B,0
97.97,4,0,A,0
569.33,0,2,B,0
613.54,11,1,A,0
1024.0,10,2,A,0
188.75,12,3,A,0
282.29,22,2,C,0
180.47,8,6,C,0
118.87,7,5,C,0
556.17,9,5,B,0
166.0,21,0,B,0
223.55,20,0,C,0
206.79,21,2,C,0
498.84,4,2,C,0
999.42,11,2,B,0
439.55,2,3,C,0
255.15,6,1,D,0
604.21,16,6,B,0
409.74,12,0,A,0
25.01,15,5,B,0
40.22,6,6,A,0
15.46,12,0,B,0
244.12,22,3,A,0
699.14,17,0,A,0
150.22,4,1,C,0
193.91,17,2,B,0
960.86,5,2,A,0
725.37,11,3,A,0
437.51,8,2,C,0
124.14,6,1,D,0
49.79,3,5,C,0
6.48,12,4,A,0
45.27,9,0,A,0
138.46,0,0,C,0
321.0,14,0,A,0
26.46,6,1,D,0
58.58,22,2,C,0
79.91,9,2,A,0
399.85,2,6,B,0
382.63,18,3,A,0
320.08,8,3,A,0
115.34,8,2,A,0
185.53,14,0,A,0
40.68,18,3,C,0
102.71,8,2,D,0
911.96,8,6,B,0
1558.69,15,4,A,0
417.26,20,3,A,0
994.72,10,6,C,0
411.72,12,3,D,0
13.5,21,5,A,0
2293.19,20,0,A,0
41.68,7,3,A,0
459.09,1,4,B,0
116.59,7,2,C,0
199.02,5,3,C,0
415.31,21,6,B,0
229.43,22,0,B,0
115.36,6,5,D,0
162.85,23,4,B,0
167.15,2,3,A,0
1280.85,13,0,A,0
641.01,19,0,A,0
245.4,7,0,D,0
89.17,6,3,A,0
666.44,23,2,B,0
68.4,11,0,B,0
94.52,5,4,D,0
182.29,16,1,A,0
849.27,4,2,C,0
56.53,19,6,B,0
52.15,23,0,C,0
272.47,18,6,A,0
129.41,9,6,A,0
336.41,22,1,A,0
240.33,13,4,A,0
228.34,20,3,C,0
47.5,11,6,A,0
60.82,17,3,B,0
688.32,20,0,B,0
868.21,7,6,B,0
106.99,8,6,A,0
48.17,16,1,B,0
21.96,10,0,B,0
374.9,13,0,A,0
502.6,11,1,A,0
186.6,10,2,A,0
455.37,7,5,A,0
499.25,11,6,A,0
1095.46,13,2,D,0
26.83,11,2,A,0
85.42,9,0,A,0
28.39,12,3,A,0
809.96,16,3,A,0
629.22,19,0,A,0
341.93,19,4,B,0
34.95,16,6,D,0
127.7,7,1,B,0
141.37,0,5,A,0
329.07,1,5,B,0
119.39,18,5,B,0
30.3,22,3,A,0
524.86,12,6,B,0
142.14,8,5,B,0
240.87,18,0,A,0
54.63,10,1,B,0
648.9,19,4,B,0
333.45,16,4,A,0
927.43,12,2,C,0
273.65,1,6,A,0
1134.98,12,4,A,0
889.76,16,2,A,0
343.64,1,1,A,0
1086.59,23,4,B,1
156.09,4,6,B,0
182.06,10,2,A,0
18.62,6,0,A,0
355.86,9,0,B,0
511.94,11,5,A,0
594.04,8,0,D,1
64.92,19,1,A,0
234.91,21,4,B,0
77.85,5,6,B,0
434.03,4,5,D,0
68.76,4,0,A,0
938.05,6,6,A,0
104.88,14,4,A,0
137.79,12,4,D,0
761.27,9,3,B,0
245.34,23,1,B,0
9.72,1,4,D,0
272.95,17,5,B,0
35.33,15,4,C,0
1689.18,18,0,B,1
354.8,18,0,A,0
118.57,1,5,A,0
331.79,10,3,C,0
31.99,2,3,C,0
643.56,6,1,B,0
1037.86,23,6,B,1
830.0,15,3,A,0
167.27,19,5,A,0
157.67,11,6,C,0
14.29,19,3,A,0
421.53,19,1,D,0
306.21,15,1,B,0
245.99,17,4,A,0
952.79,18,3,B,0
73.51,19,0,C,0
3.89,20,2,A,0
30.46,20,0,A,0
101.12,16,4,B,0
13.54,21,4,B,0
279.54,13,4,A,0
150.8,0,6,C,0
79.62,9,0,A,0
554.65,11,0,B,0
91.49,8,6,B,0
465.39,5,3,C,0
171.86,19,6,C,0
286.83,9,0,B,0
1086.44,12,6,B,0
15.23,13,4,D,0
277.47,1,0,A,0
770.82,22,2,A,0
354.67,22,4,A,0
129.67,1,1,C,0
202.79,18,4,B,0
456.11,3,2,C,0
885.87,20,6,B,0
16.77,5,0,B,0
29.69,0,5,B,0
157.25,8,6,C,0
105.99,22,3,B,0
123.12,13,4,A,0
100.04,6,1,A,0
87.18,23,2,C,0
55.99,6,2,C,0
1086.96,21,0,C,0
62.28,8,5,B,0
91.47,18,4,B,0
113.09,5,2,A,0
1081.31,13,5,B,0
563.77,2,3,A,0
623.69,13,1,B,0
44.26,22,4,C,0
723.91,4,2,B,0
209.83,13,3,C,0
121.97,9,1,A,0
342.97,10,2,C,0
690.8,5,5,B,0
603.21,7,5,B,0
882.9,12,0,B,0
1053.17,8,0,A,0
108.79,18,6,D,0
220.56,2,0,D,0
5.89,11,5,A,0
845.85,23,2,C,0
67.16,21,5,A,0
790.68,23,0,A,0
159.83,17,2,A,0
183.63,10,1,B,1
15.97,14,4,C,0
158.33,14,2,D,0
877.0,19,3,A,0
10.35,14,2,C,0
208.57,4,2,D,0
12.76,6,1,A,0
185.4,0,2,D,0
75.81,12,0,A,0
116.26,13,0,B,0
840.18,3,2,A,0
229.12,14,3,B,0
127.97,11,5,B,0
355.99,7,6,A,0
61.31,12,4,B,0
120.11,2,6,B,0
316.08,1,4,A,0
108.47,10,3,D,0
454.68,14,1,B,0
270.51,18,4,B,0
591.34,11,2,B,0
1184.49,11,1,C,0
49.23,21,0,C,0
162.99,12,4,D,0
154.0,17,3,B,0
65.56,13,0,D,0
664.93,1,4,A,0
570.64,12,4,A,0
264.99,0,0,A,0
308.68,14,6,D,0
24.56,9,5,A,0
324.33,14,6,A,0
626.82,11,3,C,0
341.16,14,2,B,0
123.32,19,2,C,0
440.5,14,6,B,0
179.45,2,5,B,0
314.87,3,4,B,0
267.43,21,0,A,0
191.97,22,6,B,0
507.59,15,5,B,0
861.24,9,0,B,0
2.09,17,6,B,0
1084.92,19,3,B,0
286.58,20,3,A,0
482.57,17,4,A,0
774.14,2,2,B,0
251.77,23,4,A,0
720.66,3,4,B,0
78.22,12,1,C,0
69.35,12,0,C,0
428.56,9,2,A,0
816.53,11,1,B,0
891.83,21,3,B,0
412.84,4,0,A,0
298.19,11,4,A,0
161.02,7,1,B,0
1564.82,14,5,C,0
154.09,11,6,C,0
545.32,10,6,D,1
303.7,4,5,B,0
375.12,4,3,A,0
200.01,14,5,B,0
1338.95,7,1,B,0
339.16,14,5,A,0
1110.88,9,6,A,0
3.05,8,3,B,0
340.08,17,5,A,0
505.19,16,4,A,0
546.72,20,2,B,1
941.45,0,5,A,1
1.76,15,3,C,0
0.13,16,1,A,0
255.66,22,5,B,0
11.89,1,0,D,0
1468.14,9,3,D,1
100.45,17,3,B,0
255.97,10,1,A,0
25.23,14,4,B,0
295.3,3,3,B,0
191.19,0,5,B,0
18.28,17,5,A,0
163.26,13,0,A,0
198.66,13,6,A,0
1838.94,13,4,A,1
93.22,16,5,D,0
314.79,19,3,A,0
1746.95,12,2,A,0
628.12,19,3,A,0
2006.31,6,6,A,1
1380.55,18,2,B,0
268.98,23,4,A,0
476.79,2,6,B,0
46.81,6,1,D,0
232.75,22,6,A,0
662.23,17,0,B,0
281.55,8,1,B,0
485.2,20,5,C,0
547.78,9,6,A,0
116.93,20,3,A,0
834.02,15,4,C,0
246.34,22,4,D,0
94.38,12,2,C,0
802.23,20,4,A,0
216.39,18,4,A,0
555.02,16,3,B,0
317.66,14,1,B,0
192.42,7,5,A,0
664.03,7,4,A,0
351.28,13,3,A,0
198.09,3,6,B,0
46.43,17,3,B,0
903.22,20,4,A,0
14.45,19,4,A,0
795.66,11,0,A,0
178.49,9,0,A,0
407.93,0,1,A,0
1021.44,22,1,B,1
65.81,23,6,A,0
334.76,13,6,A,1
578.3,16,5,B,0
566.84,15,4,C,0
298.31,13,1,B,0
392.05,8,2,B,0
566.75,6,3,D,1
735.61,9,2,B,0
573.88,9,6,D,1
174.79,16,4,A,0
2288.75,8,5,C,1
228.02,11,0,A,0
9.91,10,0,A,0
180.15,9,2,B,0
54.69,4,4,D,0
51.79,15,6,A,0
132.26,19,3,C,0
21.94,0,0,D,0
466.56,17,0,B,0
30.75,14,0,A,0
90.91,7,4,A,0
39.0,9,4,B,0
26.1,16,4,A,0
124.65,21,5,B,0
339.36,3,5,A,0
1337.39,12,3,D,1
833.56,20,2,A,0
834.78,8,6,A,0
77.47,3,3,A,0
123.1,0,3,C,0
31.79,15,6,B,0
602.88,2,1,A,0
28.95,12,1,B,0
325.4,19,3,A,0
113.94,11,3,B,0
111.59,22,0,A,0
1872.18,17,4,A,1
565.52,3,1,B,0
725.45,20,0,A,0
339.44,7,1,A,0
819.22,10,4,D,1
414.81,15,1,B,0
1168.8,5,4,B,0
132.15,3,2,B,0
361.86,7,0,B,0
468.64,14,1,C,0
199.65,8,1,B,0
847.13,18,2,C,0
1560.89,5,5,B,1
272.31,16,4,B,0
198.14,5,4,D,0
255.42,13,0,A,0
766.21,8,6,A,0
414.78,18,3,B,0
18.32,5,3,A,1
312.5,2,3,A,0
6.98,16,1,C,0
603.0,0,4,A,0
159.18,1,2,B,0
255.47,10,3,D,0
641.14,5,2,A,0
19.02,9,2,C,0
69.05,21,2,C,0
202.97,6,0,B,0
104.51,7,0,C,0
164.94,8,3,C,0
2522.41,8,6,A,1
698.14,19,1,A,0
861.33,22,1,B,0
1106.2,3,2,C,1
166.77,6,6,C,0
141.0,10,3,B,0
106.66,10,0,C,0
709.06,11,5,B,0
455.21,23,6,C,0
107.77,7,4,B,0
189.28,13,5,A,0
282.66,20,5,C,0
300.43,9,3,C,0
878.31,3,5,D,1
191.58,4,2,C,0
956.67,1,1,D,0
232.91,17,0,A,0
548.76,9,2,A,0
1065.16,13,3,C,0
952.55,11,1,A,0
23.46,11,5,B,0
92.12,2,1,D,0
259.2,0,4,B,0
225.94,19,5,A,0
409.65,14,0,D,0
1158.06,8,1,A,0
47.7,9,5,B,0
240.49,15,1,D,0
85.48,11,1,B,0
898.13,20,6,A,0
1336.19,4,6,A,1
260.57,14,2,B,0
43.93,11,2,C,0
615.4,9,0,A,0
477.8,12,1,B,0
175.2,19,3,A,0
873.59,6,6,A,0
1489.09,14,6,A,0
326.45,23,3,A,0
333.63,20,4,D,0
141.25,11,5,B,0
351.31,11,2,D,0
231.67,6,1,D,0
143.92,10,6,A,0
27.82,22,0,D,0
116.52,2,6,D,0
88.19,5,1,B,0
312.39,3,6,A,0
368.19,11,0,C,0
375.18,3,3,A,0
196.53,22,3,A,0
218.74,8,6,C,0
718.88,8,1,B,0
258.68,21,3,A,0
1761.65,17,4,B,1
231.65,13,3,B,0
419.45,4,2,B,0
20.67,19,5,A,0
423.76,14,0,B,0
762.67,1,2,A,0
1142.09,10,4,B,0
2368.87,12,5,A,1
132.61,9,1,A,0
342.61,23,3,B,0
239.66,6,1,A,0
331.88,13,4,B,0
68.53,21,0,A,0
775.59,18,2,C,0
961.27,10,4,C,0
238.89,10,4,B,0
131.64,9,1,A,0
60.72,0,2,A,0
460.51,23,0,C,0
149.72,23,0,C,0
961.13,22,0,A,0
444.69,4,1,A,0
415.03,18,3,B,0
327.85,6,0,B,0
18.74,22,3,B,0
1074.84,1,4,A,1
395.48,8,4,B,0
2050.55,14,6,A,1
308.32,17,1,B,0
495.3,5,4,A,0
23.14,18,2,C,0
399.58,16,6,B,0
578.67,18,2,C,0
602.96,16,2,B,0
588.06,16,4,B,0
102.62,6,1,D,0
1481.98,1,5,B,1
2134.17,15,1,B,0
31.44,3,4,C,0
1102.35,16,3,A,0
136.69,12,4,A,0
467.55,19,1,A,0
165.06,4,0,B,0
1373.75,4,2,B,0
42.81,0,1,A,0
275.46,10,0,C,0
223.48,7,0,B,0
157.82,2,1,B,0
414.86,10,6,A,0
56.19,13,0,A,0
504.45,10,2,A,0
1576.83,12,4,C,1
653.0,9,3,B,0
786.49,21,1,B,0
178.29,18,2,B,0
157.15,13,2,B,1
291.14,17,0,A,0
18.72,10,4,A,0
1162.78,13,0,D,0
62.09,17,1,B,0
933.27,12,2,D,0
34.91,5,3,A,0
691.8,8,1,A,0
65.93,9,1,C,0
15.55,16,2,D,0
508.46,22,3,D,0
131.55,1,5,A,0
501.4,23,1,A,0
323.95,19,5,C,0
46.08,18,6,B,0
1076.06,21,5,B,0
240.82,21,0,C,0
530.38,6,4,A,0
278.08,12,4,A,0
370.9,6,5,B,0
144.26,6,0,A,0
89.44,17,4,C,0
312.85,16,4,A,0
232.08,8,0,B,0
197.79,7,1,B,0
446.59,2,1,B,0
469.13,9,3,A,0
18.8,17,3,C,0
165.45,11,2,A,0
212.25,17,5,A,0
40.77,0,5,A,0
107.62,16,6,A,0
21.21,2,6,A,0
2233.56,13,2,A,0
533.57,23,2,A,0
36.61,13,3,A,0
8.18,1,4,B,0
508.17,3,6,D,0
231.35,9,5,A,0
618.2,21,6,B,0
1028.06,12,6,D,1
365.82,20,2,C,0
82.86,14,5,B,0
609.66,12,1,A,0
1247.72,6,2,A,0
347.22,3,2,D,0
458.28,10,4,B,0
164.68,2,2,C,0
192.2,0,1,B,0
530.69,12,1,A,0
1051.17,21,3,B,0
396.61,23,2,C,0
623.97,6,2,A,0
75.32,13,6,D,0
95.28,0,5,B,0
303.74,1,0,A,0
77.7,5,4,A,0
403.14,19,2,A,0
137.93,16,5,C,0
627.19,6,5,C,0
660.33,15,2,A,0
249.29,13,0,A,0
79.78,20,1,B,0
416.26,8,4,B,0
1972.75,2,2,C,1
389.77,5,1,A,0
14.57,2,1,D,0
6.98,9,6,A,0
154.48,8,5,A,0
87.15,21,0,A,0
670.77,0,0,A,0
745.23,14,6,B,0
119.7,9,2,B,0
157.6,12,0,B,0
107.8,10,2,A,0
956.05,9,5,D,1
279.38,23,4,A,0
427.0,6,2,B,0
214.79,1,1,C,0
398.8,14,3,A,0
195.01,2,0,A,0
166.01,13,6,A,0
402.57,19,4,B,0
357.68,14,4,B,0
138.99,14,0,A,0
64.7,19,3,A,0
183.91,10,2,C,0
214.59,17,4,C,0
396.28,12,6,D,0
983.83,4,1,A,0
14.74,4,2,A,0
111.71,17,3,A,0
86.13,16,2,B,0
279.1,18,5,B,0
224.64,21,0,A,0
522.31,1,2,A,0
111.05,1,5,C,0
361.05,5,1,A,0
861.17,19,0,A,0
966.2,17,4,C,0
1275.58,19,5,C,0
593.58,13,0,A,0
945.73,4,0,D,1
106.91,9,5,B,0
88.05,1,2,D,0
2.6,6,1,B,0
490.82,20,0,A,0
1108.83,22,3,C,1
82.78,14,6,A,0
405.28,13,5,A,0
548.89,0,1,A,0
1050.3,7,4,C,0
416.36,23,2,C,0
1406.56,16,1,A,0
169.05,23,6,C,0
172.27,11,2,B,0
313.24,22,0,C,0
193.48,17,4,C,0
0.57,3,3,B,0
526.37,1,6,A,1
557.27,1,6,A,0
549.71,2,5,C,0
169.26,9,0,B,0
295.5,22,1,A,0
178.5,8,1,A,0
6.47,17,6,C,0
330.62,22,5,A,1
52.85,19,0,B,0
33.37,23,5,B,0
563.41,6,0,B,0
3.82,19,0,C,0
1277.76,21,2,A,0
289.65,13,3,A,0
1630.2,18,0,B,0
23.9,0,5,C,0
350.38,1,2,C,0
171.9,7,0,A,0
741.83,2,4,A,0
179.28,21,1,A,0
120.71,10,6,A,0
779.51,9,2,C,0
187.78,8,1,A,0
6.79,9,5,A,0
197.91,11,6,A,0
425.13,23,1,B,0
117.4,22,2,B,0
226.24,23,3,B,0
23.35,0,0,D,0
354.78,2,1,C,0
564.72,2,2,B,0
213.31,22,0,A,0
218.05,21,1,C,0
36.97,22,5,B,0
90.23,3,0,A,0
67.21,17,3,A,0
262.87,17,0,C,0
301.38,7,3,B,0
1189.9,21,5,B,0
30.42,15,4,A,0
366.38,18,1,A,0
299.04,20,2,C,1
290.46,19,5,B,0
825.93,7,1,A,0
92.04,21,1,B,0
16.65,8,0,A,0
446.23,5,5,C,0
169.34,18,3,B,0
7.1,13,4,B,0
115.81,10,6,B,0
148.04,13,6,A,1
383.72,9,4,B,0
75.78,20,4,B,0
213.13,14,6,B,0
263.48,3,4,A,0
245.91,23,1,B,0
1458.95,9,3,B,0
18.63,1,4,B,0
1206.11,18,4,A,0
348.85,1,4,B,1
635.32,0,1,C,0
225.12,7,6,A,0
241.94,20,1,A,0
845.87,18,0,C,0
905.09,12,4,C,0
109.09,3,2,C,0
88.88,3,0,A,0
274.26,7,4,D,0
922.14,2,5,B,1
155.65,11,1,A,0
422.24,12,1,B,0
492.61,10,3,B,0
603.25,18,4,D,0
331.98,1,3,A,0
205.97,17,2,A,0
1364.69,19,3,B,0
378.01,10,6,C,0
521.61,16,5,C,0
169.24,5,1,A,0
443.4,22,4,C,0
119.25,19,0,D,0
112.47,8,6,C,0
501.72,2,3,D,0
294.75,0,1,A,0
459.89,14,6,A,0
125.58,23,6,B,0
365.24,13,5,C,0
234.75,7,0,D,0
363.49,13,4,B,0
137.49,11,3,A,0
502.74,23,2,B,0
655.81,8,5,B,0
120.4,3,6,A,0
143.02,8,1,D,0
432.88,22,4,A,1
475.75,10,1,A,0
487.09,4,3,A,0
459.16,13,6,C,0
199.56,1,3,C,0
200.91,16,3,C,0
117.65,19,5,C,0
68.24,7,5,B,0
471.81,11,5,A,0
39.13,14,2,C,1
1110.91,21,1,D,1
701.06,21,1,B,0
779.38,13,1,B,0
948.64,21,0,B,0
210.11,7,0,B,0
750.15,17,3,A,0
68.82,0,5,A,0
8.75,12,5,B,0
614.64,7,6,A,0
31.1,15,2,A,0
1787.02,4,0,B,1
449.32,15,3,B,0
560.08,19,3,A,0
112.84,22,4,A,0
448.18,10,4,B,0
17.67,15,3,A,0
727.63,16,4,A,0
74.35,14,1,A,0
478.08,0,3,A,0
101.69,5,3,A,0
28.36,9,3,A,0
262.72,10,4,C,0
74.19,10,6,C,0
522.91,9,4,B,0
108.5,1,4,D,0
167.71,23,3,A,0
335.21,6,0,B,0
134.17,15,3,B,0
189.92,3,6,B,0
676.31,5,5,B,0
79.0,2,1,A,0
34.31,21,1,C,0
159.21,7,4,B,0
220.92,19,6,A,0
312.93,8,1,C,0
186.36,20,5,B,0
624.09,9,0,B,0
16.05,19,2,A,0
226.09,10,5,B,0
192.67,2,6,A,0
417.17,2,0,B,0
1355.82,3,2,D,1
285.65,21,5,A,0
1733.35,11,1,C,0
143.96,13,3,B,0
12.54,15,3,D,0
72.45,13,3,A,0
201.09,3,6,A,0
152.11,14,5,B,0
40.84,8,3,B,0
226.72,6,5,B,0
165.07,20,2,C,0
52.33,1,6,C,0
140.46,15,1,C,0
870.16,10,4,A,0
143.84,10,2,B,0
500.64,11,4,B,0
378.75,22,6,A,0
222.87,6,4,A,0
109.26,17,6,D,0
184.19,11,4,B,0
358.7,6,4,B,0
172.78,6,3,C,0
96.78,17,6,A,0
49.53,20,0,B,0
847.33,16,3,B,0
232.15,23,0,A,0
392.55,8,3,B,0
269.66,10,1,A,0
824.06,9,6,B,0
316.69,17,0,A,0
262.17,12,3,B,0
1033.98,16,3,A,0
508.74,8,6,C,0
47.31,12,3,A,0
78.26,5,6,A,0
618.82,8,0,A,0
722.79,9,2,B,0
315.15,7,2,A,0
323.38,4,4,B,0
399.8,11,0,C,0
231.3,3,5,A,0
456.02,8,3,B,0
45.93,15,5,A,0
1300.55,14,0,B,0
554.77,10,2,B,0
398.97,6,6,A,0
152.11,1,0,D,0
70.2,13,0,A,0
210.61,6,1,A,0
433.38,21,1,C,0
401.73,1,5,C,0
192.92,6,1,A,0
380.03,5,5,D,0
672.26,1,2,D,1
10.65,7,0,B,0
239.59,18,5,B,0
568.45,17,1,C,0
315.99,16,3,A,0
421.62,21,6,A,0
290.83,10,4,A,0
1925.1,23,1,A,1
22.47,4,3,A,0
270.16,1,4,A,0
38.35,10,5,A,0
69.64,0,3,B,0
193.18,1,5,D,0
67.62,7,2,C,0
1326.23,1,5,B,1
1173.4,12,0,B,0
163.86,16,0,A,0
408.38,14,6,A,0
305.22,23,1,A,0
676.23,13,0,C,0
394.95,6,2,B,0
0.1,2,4,C,0
576.17,17,3,C,0
549.51,12,3,A,0
285.11,3,4,B,0
932.88,3,4,A,0
956.33,22,1,C,0
296.86,13,3,A,0
374.59,17,6,B,0
2264.53,6,6,B,1
142.0,8,4,A,0
156.99,3,4,B,0
80.74,20,1,B,0
904.83,15,6,B,0
545.79,4,0,A,0
44.66,20,6,A,0
1601.82,1,0,B,1
525.16,5,3,B,0
760.24,15,4,B,0
19.74,14,6,A,0
281.25,7,1,B,0
479.72,10,6,A,0
313.18,4,3,A,0
439.42,22,6,A,0
681.22,3,2,D,1
187.58,17,0,A,1
755.31,10,0,A,0
71.13,22,6,B,0
126.37,10,5,B,0
17.73,6,2,B,0
181.29,0,1,B,0
191.16,14,2,A,0
654.46,22,1,A,0
423.52,23,6,D,0
229.59,3,3,B,0
422.35,4,6,C,0
21.69,19,2,B,0
79.51,7,1,C,0
394.41,2,5,B,0
410.18,13,2,C,0
595.13,15,3,A,0
206.34,8,0,C,0
512.85,2,6,C,1
460.78,22,5,C,1
1323.01,17,6,A,0
96.89,9,5,A,0
320.9,12,0,B,0
368.28,18,4,B,0
2642.43,19,0,A,1
89.85,17,0,A,0
296.28,8,3,D,0
169.97,20,1,B,0
298.53,14,2,B,0
105.65,22,5,C,0
19.51,11,1,A,0
339.98,5,4,C,0
163.7,7,5,B,1
80.33,15,6,A,0
156.59,16,2,A,0
20.21,21,5,C,0
1201.85,5,2,B,1
348.09,21,3,B,0
674.46,21,3,A,0
220.05,23,1,A,0
934.52,14,6,A,0
